iter	Passed	Remaining
442	4274	92208
443	4282	92172
444	4292	92173
445	4302	92166
446	4310	92129
447	4319	92106
448	4329	92092
449	4339	92085
450	4347	92046
451	4357	92039
452	4366	92019
453	4374	91981
454	4383	91965
455	4393	91946
456	4402	91923
457	4410	91895
458	4419	91867
459	4427	91814
460	4436	91808
461	4444	91763
462	4453	91743
463	4463	91738
464	4473	91721
465	4482	91713
466	4492	91710
467	4501	91692
468	4510	91652
469	4518	91629
470	4527	91588
471	4535	91552
472	4544	91524
473	4552	91496
474	4562	91480
475	4571	91464
476	4580	91444
477	4589	91432
478	4599	91432
479	4608	91396
480	4618	91392
481	4626	91356
482	4634	91320
483	4643	91299
484	4652	91272
485	4661	91256
486	4669	91223
487	4678	91201
488	4686	91160
489	4695	91122
490	4703	91097
491	4712	91060
492	4720	91033
493	4729	91010
494	4737	90977
495	4747	90968
496	4757	90966
497	4765	90932
498	4773	90897
499	4782	90875
500	4792	90861
501	4800	90835
502	4809	90807
503	4818	90784
504	4826	90749
505	4836	90737
506	4845	90726
507	4853	90693
508	4862	90666
509	4870	90630
510	4880	90627
511	4889	90609
512	4897	90563
513	4906	90552
514	4915	90525
515	4923	90499
516	4933	90485
517	4941	90462
518	4951	90462
519	4963	90496
520	4973	90479
521	4982	90468
522	4990	90429
523	5002	90462
524	5015	90520
525	5026	90534
526	5036	90529
527	5047	90546
528	5055	90520
529	5065	90503
530	5073	90475
531	5082	90456
532	5091	90434
533	5100	90408
534	5109	90390
535	5117	90363
536	5126	90342
537	5135	90312
538	5143	90281
539	5152	90257
540	5161	90251
541	5171	90243
542	5180	90226
543	5189	90198
544	5197	90167
545	5205	90131
546	5214	90114
547	5224	90105
548	5232	90085
549	5241	90065
550	5251	90052
551	5259	90019
552	5268	90000
553	5276	89972
554	5284	89938
555	5295	89939
556	5304	89936
557	5313	89914
558	5322	89896
559	5330	89861
560	5339	89837
561	5350	89846
562	5358	89813
563	5367	89794
564	5376	89784
565	5385	89758
566	5393	89723
567	5402	89707
568	5412	89704
569	5420	89680
570	5430	89678
571	5438	89638
572	5447	89618
573	5455	89595
574	5464	89576
575	5473	89544
576	5482	89533
577	5489	89490
578	5499	89476
579	5507	89450
580	5515	89421
581	5526	89425
582	5534	89400
583	5543	89385
584	5552	89364
585	5561	89346
586	5570	89332
587	5579	89315
588	5590	89318
589	5598	89295
590	5607	89277
591	5615	89247
592	5624	89217
593	5633	89202
594	5642	89192
595	5651	89179
596	5660	89158
597	5669	89138
598	5678	89126
599	5687	89102
600	5695	89073
601	5704	89059
602	5712	89025
603	5721	89005
604	5731	88999
605	5740	88980
606	5749	88972
607	5759	88964
608	5767	88937
609	5777	88930
610	5786	88914
611	5795	88905
612	5804	88885
613	5813	88862
614	5821	88840
615	5830	88823
616	5839	88811
617	5849	88807
618	5859	88805
619	5869	88796
620	5878	88780
621	5886	88757
622	5895	88728
623	5906	88751
624	5916	88753
625	5928	88783
626	5937	88754
627	5947	88760
628	5956	88745
629	5966	88740
630	5974	88715
631	5983	88698
632	5993	88684
633	6002	88675
634	6011	88656
635	6021	88652
636	6029	88625
637	6038	88601
638	6047	88599
639	6057	88597
640	6068	88597
641	6077	88588
642	6085	88563
643	6096	88563
644	6105	88551
645	6114	88530
646	6122	88503
647	6130	88476
648	6140	88479
649	6152	88494
650	6163	88507
651	6174	88522
652	6183	88517
653	6196	88553
654	6209	88597
655	6219	88596
656	6231	88614
657	6243	88639
658	6254	88649
659	6263	88633
660	6274	88648
661	6284	88642
662	6294	88648
663	6305	88661
664	6316	88667
665	6329	88703
666	6340	88722
667	6350	88723
668	6361	88729
669	6372	88744
670	6385	88779
671	6396	88786
672	6408	88817
673	6421	88855
674	6436	88912
675	6448	88943
676	6461	88976
677	6472	88996
678	6483	89009
679	6493	89000
680	6505	89020
681	6516	89032
682	6528	89058
683	6539	89064
684	6551	89095
685	6563	89118
686	6574	89123
687	6582	89098
688	6592	89095
689	6601	89070
690	6610	89060
691	6620	89046
692	6630	89045
693	6638	89023
694	6647	88996
695	6655	88963
696	6663	88936
697	6674	88942
698	6682	88924
699	6690	88891
700	6700	88889
701	6709	88870
702	6719	88857
703	6730	88871
704	6739	88850
705	6748	88840
706	6756	88813
707	6764	88784
708	6774	88777
709	6782	88751
710	6792	88741
711	6800	88714
712	6809	88693
713	6817	88670
714	6827	88658
715	6836	88648
716	6846	88640
717	6855	88630
718	6864	88610
719	6873	88597
720	6882	88577
721	6892	88571
722	6900	88547
723	6913	88570
724	6922	88566
725	6935	88600
726	6945	88587
727	6955	88582
728	6964	88565
729	6972	88543
730	6981	88525
731	6990	88504
732	6998	88482
733	7008	88469
734	7016	88447
735	7025	88429
736	7034	88411
737	7042	88383
738	7052	88376
739	7060	88352
740	7069	88329
741	7078	88318
742	7088	88319
743	7098	88305
744	7106	88285
745	7115	88261
746	7123	88232
747	7131	88207
748	7141	88202
749	7154	88236
750	7166	88260
751	7178	88277
752	7188	88273
753	7198	88269
754	7209	88283
755	7219	88276
756	7229	88278
757	7242	88308
758	7253	88317
759	7265	88328
760	7277	88355
761	7287	88351
762	7297	88341
763	7307	88341
764	7316	88325
765	7331	88379
766	7344	88417
767	7358	88455
768	7370	88469
769	7381	88479
770	7391	88482
771	7402	88487
772	7413	88486
773	7423	88488
774	7434	88490
775	7443	88479
776	7454	88484
777	7463	88472
778	7473	88467
779	7484	88469
780	7493	88457
781	7502	88435
782	7515	88464
783	7526	88476
784	7538	88488
785	7550	88511
786	7560	88508
787	7572	88520
788	7583	88531
789	7592	88514
790	7605	88546
791	7618	88572
792	7629	88583
793	7641	88597
794	7651	88597
795	7660	88575
796	7670	88575
797	7681	88580
798	7691	88567
799	7703	88585
800	7720	88667
801	7736	88731
802	7752	88790
803	7767	88840
804	7780	88871
805	7794	88910
806	7805	88911
807	7815	88905
808	7825	88904
809	7837	88920
810	7850	88953
811	7862	88966
812	7873	88976
813	7887	89005
814	7899	89023
815	7910	89037
816	7923	89059
817	7937	89101
818	7948	89101
819	7959	89102
820	7969	89106
821	7982	89129
822	7992	89119
823	8003	89127
824	8015	89146
825	8025	89139
826	8036	89134
827	8044	89108
828	8053	89094
829	8062	89078
830	8071	89053
831	8081	89048
832	8090	89036
833	8098	89005
834	8107	88987
835	8117	88982
836	8126	88963
837	8136	88960
838	8145	88937
839	8154	88927
840	8165	88925
841	8174	88910
842	8185	88910
843	8195	88908
844	8204	88892
845	8214	88883
846	8226	88895
847	8237	88904
848	8248	88904
849	8257	88894
850	8267	88885
851	8278	88888
852	8287	88868
853	8296	88850
854	8305	88834
855	8315	88833
856	8333	88912
857	8347	88940
858	8360	88971
859	8375	89018
860	8387	89027
861	8397	89022
862	8407	89010
863	8416	88996
864	8429	89022
865	8441	89037
866	8459	89114
867	8470	89116
868	8482	89134
869	8494	89141
870	8505	89149
871	8520	89194
872	8535	89231
873	8549	89272
874	8563	89300
875	8575	89319
876	8587	89329
877	8600	89359
878	8615	89400
879	8631	89451
880	8646	89495
881	8656	89492
882	8671	89535
883	8681	89528
884	8691	89516
885	8700	89499
886	8713	89517
887	8723	89518
888	8732	89500
889	8744	89509
890	8754	89501
891	8765	89504
892	8778	89520
893	8788	89518
894	8798	89510
895	8811	89531
896	8822	89529
897	8834	89540
898	8846	89556
899	8857	89560
900	8866	89537
901	8875	89521
902	8884	89504
903	8895	89508
904	8905	89493
905	8914	89476
906	8922	89454
907	8932	89447
908	8947	89484
909	8961	89515
910	8973	89532
911	8991	89596
912	9006	89641
913	9022	89694
914	9031	89674
915	9044	89692
916	9055	89699
917	9064	89675
918	9078	89707
919	9088	89694
920	9102	89726
921	9112	89720
922	9124	89731
923	9133	89718
924	9142	89698
925	9151	89673
926	9160	89654
927	9168	89630
928	9177	89608
929	9186	89594
930	9194	89569
931	9204	89553
932	9213	89537
933	9222	89516
934	9231	89498
935	9239	89470
936	9248	89458
937	9257	89440
938	9265	89410
939	9280	89449
940	9292	89461
941	9301	89438
942	9310	89419
943	9317	89388
944	9327	89372
945	9336	89358
946	9348	89372
947	9358	89360
948	9367	89342
949	9378	89345
950	9390	89349
951	9400	89344
952	9409	89325
953	9420	89329
954	9434	89359
955	9446	89363
956	9459	89384
957	9469	89376
958	9479	89365
959	9488	89352
960	9499	89346
961	9508	89334
962	9517	89316
963	9529	89323
964	9538	89303
965	9547	89288
966	9559	89295
967	9572	89321
968	9583	89312
969	9594	89313
970	9603	89300
971	9612	89284
972	9621	89262
973	9631	89258
974	9641	89244
975	9653	89254
976	9662	89234
977	9672	89229
978	9682	89220
979	9691	89200
980	9702	89199
981	9715	89220
982	9724	89206
983	9740	89252
984	9752	89260
985	9761	89239
986	9771	89231
987	9780	89210
988	9789	89193
989	9799	89186
990	9808	89169
991	9818	89156
992	9829	89154
993	9839	89145
994	9849	89143
995	9857	89115
996	9866	89093
997	9876	89086
998	9888	89098
999	9900	89102
1000	9910	89096
1001	9919	89081
1002	9928	89061
1003	9938	89052
1004	9947	89032
1005	9959	89042
1006	9971	89046
1007	9982	89048
1008	9991	89034
1009	10000	89012
1010	10009	89000
1011	10018	88981
1012	10026	88955
1013	10036	88944
1014	10050	88967
1015	10060	88963
1016	10075	88994
1017	10087	89006
1018	10098	89000
1019	10108	88991
1020	10120	89002
1021	10129	88987
1022	10138	88971
1023	10147	88948
1024	10158	88945
1025	10167	88932
1026	10179	88942
1027	10191	88949
1028	10200	88932
1029	10210	88921
1030	10223	88940
1031	10233	88931
1032	10244	88930
1033	10255	88928
1034	10271	88972
1035	10279	88944
1036	10288	88927
1037	10298	88913
1038	10309	88918
1039	10319	88907
1040	10327	88883
1041	10337	88867
1042	10346	88850
1043	10354	88830
1044	10364	88813
1045	10372	88787
1046	10380	88768
1047	10390	88758
1048	10400	88743
1049	10409	88729
1050	10419	88723
1051	10429	88708
1052	10438	88692
1053	10452	88714
1054	10463	88712
1055	10472	88697
1056	10482	88686
1057	10495	88709
1058	10508	88722
1059	10516	88696
1060	10528	88704
1061	10538	88692
1062	10551	88709
1063	10562	88711
1064	10573	88707
1065	10583	88696
1066	10592	88680
1067	10601	88665
1068	10610	88648
1069	10619	88627
1070	10627	88604
1071	10635	88579
1072	10644	88554
1073	10655	88561
1074	10665	88548
1075	10678	88562
1076	10694	88606
1077	10705	88601
1078	10715	88590
1079	10724	88578
1080	10735	88578
1081	10752	88620
1082	10762	88612
1083	10773	88611
1084	10784	88608
1085	10795	88612
1086	10805	88598
1087	10815	88592
1088	10825	88580
1089	10833	88557
1090	10843	88548
1091	10855	88555
1092	10866	88553
1093	10877	88553
1094	10886	88531
1095	10906	88601
1096	10918	88614
1097	10932	88631
1098	10946	88659
1099	10963	88701
1100	10979	88739
1101	10995	88785
1102	11011	88821
1103	11028	88867
1104	11049	88945
1105	11060	88946
1106	11070	88932
1107	11080	88920
1108	11088	88897
1109	11096	88874
1110	11106	88863
1111	11117	88860
1112	11127	88847
1113	11140	88864
1114	11153	88880
1115	11166	88891
1116	11179	88907
1117	11195	88939
1118	11213	88997
1119	11229	89031
1120	11252	89125
1121	11276	89224
1122	11294	89283
1123	11311	89323
1124	11325	89341
1125	11339	89363
1126	11348	89351
1127	11360	89349
1128	11369	89330
1129	11378	89314
1130	11387	89299
1131	11402	89328
1132	11421	89388
1133	11434	89401
1134	11444	89388
1135	11454	89376
1136	11464	89369
1137	11477	89376
1138	11487	89370
1139	11497	89360
1140	11508	89357
1141	11518	89344
1142	11531	89353
1143	11544	89367
1144	11557	89382
1145	11567	89372
1146	11576	89351
1147	11586	89344
1148	11595	89320
1149	11604	89303
1150	11613	89283
1151	11623	89274
1152	11633	89265
1153	11649	89297
1154	11660	89298
1155	11669	89280
1156	11678	89261
1157	11690	89260
1158	11699	89245
1159	11708	89226
1160	11727	89285
1161	11735	89261
1162	11744	89237
1163	11765	89315
1164	11777	89316
1165	11786	89300
1166	11796	89290
1167	11807	89282
1168	11817	89271
1169	11825	89250
1170	11834	89227
1171	11843	89208
1172	11852	89194
1173	11862	89181
1174	11876	89196
1175	11890	89218
1176	11904	89241
1177	11917	89251
1178	11926	89232
1179	11939	89245
1180	11949	89232
1181	11964	89255
1182	11976	89263
1183	11985	89245
1184	11995	89231
1185	12006	89226
1186	12016	89214
1187	12024	89193
1188	12033	89176
1189	12043	89161
1190	12052	89140
1191	12061	89124
1192	12071	89113
1193	12078	89084
1194	12087	89065
1195	12096	89041
1196	12109	89052
1197	12118	89035
1198	12129	89037
1199	12138	89012
1200	12149	89009
1201	12158	88996
1202	12167	88976
1203	12178	88968
1204	12185	88941
1205	12196	88932
1206	12206	88922
1207	12216	88912
1208	12233	88952
1209	12242	88935
1210	12251	88913
1211	12259	88893
1212	12270	88887
1213	12290	88948
1214	12299	88927
1215	12308	88915
1216	12319	88909
1217	12328	88890
1218	12340	88894
1219	12349	88872
1220	12361	88879
1221	12370	88860
1222	12378	88838
1223	12394	88865
1224	12410	88898
1225	12420	88888
1226	12428	88864
1227	12437	88848
1228	12448	88841
1229	12457	88825
1230	12467	88809
1231	12474	88782
1232	12483	88764
1233	12492	88743
1234	12502	88732
1235	12511	88710
1236	12519	88691
1237	12529	88679
1238	12542	88687
1239	12552	88674
1240	12562	88667
1241	12571	88647
1242	12581	88637
1243	12591	88627
1244	12599	88604
1245	12609	88588
1246	12617	88568
1247	12627	88556
1248	12637	88541
1249	12645	88518
1250	12654	88503
1251	12662	88477
1252	12672	88467
1253	12684	88470
1254	12706	88539
1255	12716	88532
1256	12726	88517
1257	12735	88499
1258	12744	88485
1259	12753	88466
1260	12763	88456
1261	12773	88445
1262	12782	88425
1263	12792	88413
1264	12800	88390
1265	12809	88369
1266	12817	88348
1267	12826	88330
1268	12839	88338
1269	12848	88321
1270	12859	88317
1271	12871	88322
1272	12890	88369
1273	12899	88353
1274	12907	88329
1275	12916	88311
1276	12927	88307
1277	12937	88292
1278	12945	88268
1279	12954	88254
1280	12964	88239
1281	12977	88249
1282	12993	88280
1283	13004	88274
1284	13013	88259
1285	13024	88257
1286	13034	88241
1287	13044	88234
1288	13056	88232
1289	13065	88216
1290	13074	88197
1291	13083	88183
1292	13095	88186
1293	13113	88224
1294	13122	88207
1295	13131	88193
1296	13141	88181
1297	13151	88167
1298	13162	88165
1299	13170	88143
1300	13181	88133
1301	13191	88122
1302	13200	88107
1303	13210	88096
1304	13219	88079
1305	13229	88065
1306	13239	88059
1307	13261	88129
1308	13278	88162
1309	13293	88186
1310	13307	88195
1311	13316	88182
1312	13325	88165
1313	13334	88148
1314	13344	88136
1315	13354	88123
1316	13368	88137
1317	13378	88130
1318	13390	88129
1319	13404	88141
1320	13415	88143
1321	13426	88132
1322	13438	88136
1323	13448	88127
1324	13457	88105
1325	13470	88117
1326	13481	88110
1327	13494	88122
1328	13507	88127
1329	13518	88125
1330	13528	88112
1331	13538	88104
1332	13548	88091
1333	13557	88073
1334	13570	88081
1335	13580	88071
1336	13591	88068
1337	13602	88057
1338	13613	88056
1339	13624	88049
1340	13635	88047
1341	13648	88055
1342	13658	88042
1343	13676	88085
1344	13687	88078
1345	13699	88077
1346	13716	88116
1347	13735	88159
1348	13757	88226
1349	13775	88262
1350	13784	88245
1351	13796	88245
1352	13805	88232
1353	13815	88220
1354	13825	88208
1355	13835	88198
1356	13850	88217
1357	13867	88250
1358	13880	88255
1359	13889	88236
1360	13899	88224
1361	13908	88208
1362	13918	88196
1363	13926	88174
1364	13934	88151
1365	13943	88129
1366	13952	88114
1367	13965	88124
1368	13976	88117
1369	13985	88099
1370	13995	88089
1371	14005	88074
1372	14013	88054
1373	14024	88044
1374	14033	88027
1375	14044	88020
1376	14054	88012
1377	14066	88012
1378	14079	88019
1379	14091	88022
1380	14103	88021
1381	14115	88021
1382	14125	88009
1383	14136	88004
1384	14147	88002
1385	14157	87990
1386	14169	87987
1387	14181	87989
1388	14189	87967
1389	14198	87949
1390	14208	87935
1391	14220	87938
1392	14229	87921
1393	14240	87916
1394	14249	87899
1395	14259	87883
1396	14268	87866
1397	14278	87855
1398	14298	87903
1399	14308	87897
1400	14317	87877
1401	14326	87857
1402	14334	87837
1403	14343	87816
1404	14352	87797
1405	14361	87784
1406	14373	87783
1407	14385	87781
1408	14396	87779
1409	14409	87783
1410	14420	87778
1411	14429	87764
1412	14439	87752
1413	14451	87749
1414	14463	87749
1415	14474	87747
1416	14484	87733
1417	14498	87747
1418	14511	87753
1419	14521	87743
1420	14536	87763
1421	14545	87744
1422	14555	87732
1423	14564	87712
1424	14577	87723
1425	14588	87717
1426	14599	87707
1427	14609	87699
1428	14620	87690
1429	14629	87677
1430	14640	87668
1431	14650	87656
1432	14662	87657
1433	14680	87695
1434	14696	87720
1435	14715	87759
1436	14731	87785
1437	14747	87806
1438	14772	87883
1439	14788	87909
1440	14821	88032
1441	14832	88028
1442	14846	88042
1443	14861	88060
1444	14883	88116
1445	14897	88130
1446	14909	88125
1447	14923	88138
1448	14941	88175
1449	14961	88219
1450	14976	88236
1451	14995	88281
1452	15012	88306
1453	15028	88333
1454	15040	88328
1455	15059	88372
1456	15075	88394
1457	15088	88397
1458	15104	88420
1459	15119	88436
1460	15133	88450
1461	15146	88456
1462	15159	88457
1463	15173	88472
1464	15190	88497
1465	15203	88506
1466	15218	88519
1467	15231	88523
1468	15246	88544
1469	15260	88552
1470	15272	88554
1471	15287	88565
1472	15305	88600
1473	15324	88638
1474	15345	88693
1475	15360	88705
1476	15385	88782
1477	15396	88776
1478	15407	88768
1479	15422	88780
1480	15431	88762
1481	15439	88741
1482	15449	88728
1483	15460	88723
1484	15474	88728
1485	15487	88732
1486	15497	88723
1487	15512	88738
1488	15522	88725
1489	15538	88745
1490	15552	88758
1491	15563	88748
1492	15574	88740
1493	15584	88728
1494	15594	88713
1495	15603	88697
1496	15619	88719
1497	15634	88732
1498	15645	88724
1499	15656	88718
1500	15669	88722
1501	15681	88722
1502	15691	88712
1503	15704	88713
1504	15721	88739
1505	15737	88763
1506	15758	88808
1507	15774	88830
1508	15791	88856
1509	15803	88856
1510	15819	88878
1511	15837	88908
1512	15853	88930
1513	15867	88940
1514	15880	88940
1515	15895	88954
1516	15905	88942
1517	15914	88921
1518	15923	88907
1519	15933	88893
1520	15942	88875
1521	15951	88852
1522	15961	88844
1523	15970	88823
1524	15980	88809
1525	15990	88796
1526	16001	88786
1527	16011	88777
1528	16021	88761
1529	16031	88747
1530	16047	88769
1531	16062	88784
1532	16073	88774
1533	16088	88790
1534	16098	88777
1535	16107	88759
1536	16120	88760
1537	16130	88749
1538	16139	88729
1539	16148	88713
1540	16157	88694
1541	16166	88676
1542	16175	88655
1543	16185	88641
1544	16194	88622
1545	16202	88601
1546	16211	88584
1547	16221	88566
1548	16227	88533
1549	16237	88518
1550	16245	88496
1551	16254	88479
1552	16265	88468
1553	16274	88451
1554	16281	88425
1555	16290	88404
1556	16298	88379
1557	16308	88364
1558	16316	88343
1559	16324	88319
1560	16335	88311
1561	16345	88301
1562	16356	88291
1563	16367	88284
1564	16377	88272
1565	16386	88254
1566	16394	88229
1567	16403	88212
1568	16412	88190
1569	16420	88168
1570	16430	88155
1571	16438	88133
1572	16447	88114
1573	16456	88095
1574	16466	88083
1575	16474	88060
1576	16483	88043
1577	16492	88024
1578	16501	88005
1579	16510	87985
1580	16520	87972
1581	16528	87952
1582	16538	87935
1583	16548	87921
1584	16559	87916
1585	16567	87894
1586	16576	87876
1587	16585	87855
1588	16594	87839
1589	16604	87824
1590	16613	87805
1591	16621	87786
1592	16631	87773
1593	16640	87753
1594	16649	87735
1595	16659	87722
1596	16668	87702
1597	16678	87690
1598	16685	87665
1599	16695	87651
1600	16703	87628
1601	16712	87610
1602	16721	87592
1603	16729	87569
1604	16738	87550
1605	16746	87530
1606	16755	87509
1607	16763	87486
1608	16772	87471
1609	16781	87453
1610	16790	87435
1611	16799	87413
1612	16807	87393
1613	16816	87376
1614	16826	87359
1615	16836	87349
1616	16846	87335
1617	16854	87315
1618	16865	87304
1619	16875	87292
1620	16883	87271
1621	16891	87249
1622	16901	87236
1623	16913	87235
1624	16926	87234
1625	16936	87226
1626	16946	87209
1627	16957	87202
1628	16965	87182
1629	16973	87160
1630	16982	87142
1631	16991	87123
1632	17001	87111
1633	17009	87087
1634	17018	87069
1635	17028	87058
1636	17039	87052
1637	17052	87051
1638	17065	87056
1639	17083	87085
1640	17094	87075
1641	17105	87068
1642	17114	87053
1643	17125	87044
1644	17134	87029
1645	17145	87021
1646	17155	87004
1647	17166	86999
1648	17178	86996
1649	17188	86985
1650	17200	86980
1651	17210	86969
1652	17221	86963
1653	17230	86943
1654	17241	86936
1655	17250	86920
1656	17262	86915
1657	17272	86904
1658	17282	86893
1659	17293	86884
1660	17306	86886
1661	17317	86877
1662	17328	86872
1663	17339	86863
1664	17350	86858
1665	17361	86847
1666	17371	86835
1667	17382	86830
1668	17393	86822
1669	17404	86814
1670	17414	86800
1671	17424	86788
1672	17436	86786
1673	17447	86780
1674	17457	86768
