iter	Passed	Remaining
1675	17469	86762
1676	17480	86753
1677	17489	86736
1678	17499	86727
1679	17509	86714
1680	17519	86702
1681	17531	86697
1682	17540	86681
1683	17552	86679
1684	17563	86669
1685	17575	86669
1686	17585	86656
1687	17598	86655
1688	17608	86646
1689	17618	86635
1690	17629	86625
1691	17637	86604
1692	17648	86596
1693	17657	86576
1694	17672	86590
1695	17683	86580
1696	17694	86572
1697	17703	86555
1698	17712	86542
1699	17723	86534
1700	17733	86520
1701	17743	86505
1702	17754	86499
1703	17763	86484
1704	17773	86469
1705	17783	86456
1706	17792	86441
1707	17803	86433
1708	17814	86423
1709	17824	86412
1710	17836	86408
1711	17848	86406
1712	17859	86398
1713	17871	86393
1714	17881	86386
1715	17891	86370
1716	17902	86364
1717	17913	86355
1718	17923	86344
1719	17934	86334
1720	17948	86341
1721	17959	86337
1722	17971	86330
1723	17982	86323
1724	17992	86312
1725	18004	86306
1726	18013	86291
1727	18023	86280
1728	18035	86275
1729	18045	86261
1730	18056	86257
1731	18065	86240
1732	18073	86216
1733	18082	86199
1734	18092	86185
1735	18102	86173
1736	18113	86165
1737	18122	86150
1738	18131	86134
1739	18140	86115
1740	18149	86100
1741	18161	86095
1742	18170	86078
1743	18179	86059
1744	18187	86039
1745	18195	86018
1746	18204	86000
1747	18214	85988
1748	18230	86001
1749	18238	85983
1750	18247	85962
1751	18257	85950
1752	18265	85932
1753	18276	85923
1754	18284	85902
1755	18296	85895
1756	18307	85890
1757	18317	85879
1758	18327	85865
1759	18338	85858
1760	18348	85846
1761	18360	85842
1762	18371	85833
1763	18381	85819
1764	18392	85814
1765	18402	85801
1766	18411	85784
1767	18423	85782
1768	18436	85781
1769	18447	85774
1770	18457	85762
1771	18467	85749
1772	18476	85735
1773	18486	85722
1774	18496	85708
1775	18505	85692
1776	18517	85688
1777	18527	85675
1778	18539	85674
1779	18549	85660
1780	18566	85679
1781	18576	85667
1782	18585	85651
1783	18595	85640
1784	18604	85623
1785	18614	85611
1786	18623	85593
1787	18633	85579
1788	18641	85561
1789	18651	85548
1790	18662	85538
1791	18672	85526
1792	18681	85510
1793	18690	85494
1794	18698	85473
1795	18708	85457
1796	18717	85440
1797	18726	85423
1798	18734	85403
1799	18744	85392
1800	18759	85401
1801	18769	85388
1802	18778	85371
1803	18787	85356
1804	18796	85337
1805	18805	85323
1806	18814	85305
1807	18826	85300
1808	18837	85293
1809	18847	85281
1810	18856	85265
1811	18866	85252
1812	18876	85238
1813	18884	85217
1814	18892	85197
1815	18901	85182
1816	18910	85162
1817	18918	85142
1818	18932	85147
1819	18942	85138
1820	18952	85124
1821	18961	85109
1822	18975	85113
1823	18985	85099
1824	18994	85085
1825	19003	85070
1826	19012	85051
1827	19024	85046
1828	19035	85039
1829	19045	85028
1830	19055	85017
1831	19066	85010
1832	19076	84995
1833	19087	84990
1834	19098	84979
1835	19109	84973
1836	19120	84965
1837	19131	84957
1838	19142	84947
1839	19153	84940
1840	19164	84934
1841	19175	84925
1842	19186	84920
1843	19198	84913
1844	19208	84901
1845	19219	84894
1846	19231	84889
1847	19241	84881
1848	19251	84868
1849	19261	84856
1850	19271	84841
1851	19283	84840
1852	19293	84827
1853	19303	84814
1854	19314	84808
1855	19324	84792
1856	19335	84787
1857	19346	84777
1858	19357	84769
1859	19367	84757
1860	19375	84739
1861	19386	84729
1862	19396	84717
1863	19408	84714
1864	19417	84696
1865	19426	84682
1866	19438	84678
1867	19449	84668
1868	19460	84661
1869	19471	84654
1870	19482	84648
1871	19492	84633
1872	19502	84623
1873	19513	84614
1874	19523	84600
1875	19533	84590
1876	19543	84575
1877	19554	84568
1878	19564	84558
1879	19573	84539
1880	19584	84534
1881	19596	84529
1882	19609	84528
1883	19620	84521
1884	19632	84517
1885	19642	84506
1886	19654	84501
1887	19663	84487
1888	19673	84475
1889	19685	84470
1890	19695	84459
1891	19704	84443
1892	19713	84426
1893	19723	84412
1894	19732	84398
1895	19742	84385
1896	19754	84381
1897	19764	84368
1898	19774	84354
1899	19782	84335
1900	19790	84316
1901	19799	84299
1902	19808	84280
1903	19817	84263
1904	19827	84252
1905	19838	84247
1906	19849	84237
1907	19858	84223
1908	19869	84214
1909	19879	84201
1910	19889	84190
1911	19900	84180
1912	19911	84174
1913	19920	84158
1914	19931	84148
1915	19939	84130
1916	19948	84111
1917	19958	84101
1918	19969	84090
1919	19980	84085
1920	19991	84076
1921	20006	84083
1922	20018	84082
1923	20026	84061
1924	20036	84047
1925	20045	84034
1926	20055	84019
1927	20065	84007
1928	20074	83994
1929	20086	83990
1930	20098	83983
1931	20106	83964
1932	20115	83948
1933	20124	83930
1934	20133	83913
1935	20143	83901
1936	20153	83890
1937	20163	83878
1938	20175	83874
1939	20185	83865
1940	20197	83859
1941	20209	83857
1942	20221	83851
1943	20232	83842
1944	20242	83833
1945	20253	83822
1946	20264	83818
1947	20276	83811
1948	20286	83799
1949	20295	83785
1950	20304	83768
1951	20315	83761
1952	20325	83749
1953	20336	83740
1954	20347	83732
1955	20360	83732
1956	20373	83733
1957	20385	83729
1958	20397	83723
1959	20407	83711
1960	20417	83700
1961	20432	83708
1962	20447	83716
1963	20459	83713
1964	20471	83710
1965	20482	83702
1966	20495	83701
1967	20506	83692
1968	20517	83686
1969	20530	83683
1970	20541	83676
1971	20555	83680
1972	20565	83669
1973	20576	83659
1974	20588	83655
1975	20598	83646
1976	20611	83643
1977	20623	83640
1978	20634	83633
1979	20645	83622
1980	20656	83618
1981	20667	83608
1982	20680	83609
1983	20692	83605
1984	20710	83623
1985	20724	83628
1986	20739	83637
1987	20754	83645
1988	20766	83638
1989	20777	83632
1990	20787	83620
1991	20798	83610
1992	20806	83593
1993	20816	83579
1994	20825	83564
1995	20836	83556
1996	20847	83546
1997	20857	83536
1998	20867	83522
1999	20876	83507
2000	20886	83493
2001	20895	83477
2002	20904	83459
2003	20912	83442
2004	20922	83428
2005	20933	83420
2006	20944	83412
2007	20953	83397
2008	20962	83382
2009	20972	83370
2010	20982	83356
2011	20991	83339
2012	20999	83319
2013	21009	83308
2014	21017	83289
2015	21027	83273
2016	21037	83262
2017	21045	83243
2018	21054	83228
2019	21066	83222
2020	21076	83209
2021	21087	83201
2022	21102	83209
2023	21112	83196
2024	21121	83183
2025	21130	83166
2026	21139	83149
2027	21148	83132
2028	21157	83118
2029	21167	83104
2030	21177	83093
2031	21187	83082
2032	21196	83066
2033	21205	83051
2034	21213	83030
2035	21223	83015
2036	21232	83003
2037	21241	82985
2038	21250	82969
2039	21260	82958
2040	21268	82938
2041	21278	82926
2042	21288	82912
2043	21298	82902
2044	21307	82886
2045	21317	82873
2046	21324	82851
2047	21334	82838
2048	21343	82820
2049	21352	82804
2050	21361	82788
2051	21368	82768
2052	21379	82757
2053	21387	82739
2054	21396	82723
2055	21405	82705
2056	21414	82691
2057	21423	82675
2058	21431	82656
2059	21441	82643
2060	21449	82624
2061	21460	82613
2062	21471	82606
2063	21479	82586
2064	21488	82572
2065	21496	82551
2066	21505	82538
2067	21514	82518
2068	21523	82504
2069	21531	82484
2070	21542	82475
2071	21550	82458
2072	21560	82445
2073	21568	82427
2074	21578	82413
2075	21587	82399
2076	21596	82383
2077	21606	82370
2078	21616	82357
2079	21626	82348
2080	21636	82335
2081	21648	82329
2082	21657	82316
2083	21669	82311
2084	21681	82307
2085	21692	82299
2086	21703	82288
2087	21713	82277
2088	21722	82263
2089	21731	82247
2090	21741	82235
2091	21752	82225
2092	21763	82217
2093	21773	82206
2094	21783	82194
2095	21795	82189
2096	21805	82180
2097	21816	82169
2098	21827	82162
2099	21840	82161
2100	21851	82152
2101	21860	82137
2102	21871	82130
2103	21885	82133
2104	21897	82127
2105	21908	82119
2106	21922	82125
2107	21935	82124
2108	21945	82110
2109	21954	82095
2110	21964	82082
2111	21975	82074
2112	21987	82069
2113	21999	82068
2114	22011	82061
2115	22023	82056
2116	22032	82041
2117	22045	82039
2118	22063	82058
2119	22076	82057
2120	22087	82048
2121	22098	82041
2122	22108	82029
2123	22121	82027
2124	22131	82016
2125	22143	82011
2126	22153	82000
2127	22163	81986
2128	22172	81971
2129	22180	81953
2130	22192	81947
2131	22204	81945
2132	22217	81944
2133	22229	81939
2134	22244	81944
2135	22255	81937
2136	22267	81933
2137	22278	81925
2138	22290	81918
2139	22301	81910
2140	22312	81901
2141	22324	81898
2142	22336	81895
2143	22355	81915
2144	22371	81924
2145	22385	81926
2146	22398	81925
2147	22408	81914
2148	22420	81910
2149	22430	81899
2150	22443	81896
2151	22455	81890
2152	22467	81885
2153	22477	81875
2154	22488	81866
2155	22500	81862
2156	22511	81852
2157	22530	81874
2158	22543	81873
2159	22557	81873
2160	22573	81884
2161	22584	81876
2162	22600	81884
2163	22611	81876
2164	22624	81877
2165	22633	81859
2166	22642	81846
2167	22651	81829
2168	22662	81820
2169	22671	81805
2170	22679	81787
2171	22692	81783
2172	22703	81775
2173	22717	81778
2174	22732	81783
2175	22744	81781
2176	22757	81780
2177	22781	81816
2178	22796	81820
2179	22807	81814
2180	22817	81800
2181	22826	81787
2182	22838	81781
2183	22853	81785
2184	22864	81779
2185	22874	81767
2186	22885	81758
2187	22896	81749
2188	22907	81742
2189	22918	81733
2190	22929	81724
2191	22940	81713
2192	22949	81699
2193	22960	81689
2194	22970	81678
2195	22980	81666
2196	22989	81651
2197	23001	81647
2198	23011	81634
2199	23023	81627
2200	23034	81619
2201	23044	81608
2202	23055	81599
2203	23064	81585
2204	23076	81579
2205	23085	81562
2206	23094	81548
2207	23102	81529
2208	23112	81515
2209	23120	81498
2210	23128	81478
2211	23137	81462
2212	23147	81449
2213	23158	81440
2214	23169	81432
2215	23179	81422
2216	23193	81421
2217	23206	81422
2218	23218	81415
2219	23227	81402
2220	23241	81402
2221	23256	81406
2222	23271	81413
2223	23284	81411
2224	23294	81399
2225	23303	81383
2226	23313	81372
2227	23322	81357
2228	23332	81345
2229	23342	81332
2230	23354	81326
2231	23366	81321
2232	23375	81305
2233	23383	81288
2234	23392	81272
2235	23401	81256
2236	23410	81241
2237	23423	81239
2238	23432	81224
2239	23440	81203
2240	23449	81190
2241	23459	81175
2242	23467	81158
2243	23476	81143
2244	23485	81127
2245	23495	81115
2246	23504	81100
2247	23514	81087
2248	23523	81071
2249	23532	81054
2250	23542	81044
2251	23551	81028
2252	23560	81012
2253	23569	80998
2254	23580	80990
2255	23593	80987
2256	23602	80973
2257	23612	80960
2258	23622	80946
2259	23633	80937
2260	23643	80928
2261	23652	80913
2262	23664	80908
2263	23675	80899
2264	23686	80890
2265	23698	80885
2266	23709	80875
2267	23720	80865
2268	23730	80855
2269	23740	80842
2270	23752	80839
2271	23765	80835
2272	23778	80834
2273	23792	80835
2274	23801	80818
2275	23810	80804
2276	23819	80789
2277	23829	80777
2278	23839	80765
2279	23848	80750
2280	23858	80736
2281	23868	80724
2282	23875	80705
2283	23885	80691
2284	23893	80672
2285	23903	80661
2286	23915	80654
2287	23925	80643
2288	23938	80641
2289	23947	80627
2290	23959	80621
2291	23969	80608
2292	23980	80602
2293	23991	80592
2294	24002	80582
2295	24012	80571
2296	24023	80562
2297	24033	80552
2298	24044	80541
2299	24054	80531
2300	24066	80525
2301	24078	80518
2302	24088	80506
2303	24099	80498
2304	24108	80484
2305	24120	80477
2306	24131	80468
2307	24142	80460
2308	24152	80448
2309	24162	80438
2310	24174	80433
2311	24185	80421
2312	24197	80417
2313	24209	80413
2314	24220	80402
2315	24229	80389
2316	24241	80382
2317	24252	80372
2318	24263	80367
2319	24276	80363
2320	24288	80358
2321	24304	80367
2322	24315	80357
2323	24326	80350
2324	24337	80341
2325	24347	80327
2326	24356	80311
2327	24366	80299
2328	24376	80288
2329	24387	80278
2330	24397	80268
2331	24409	80261
2332	24420	80252
2333	24429	80239
2334	24441	80232
2335	24451	80221
2336	24463	80215
2337	24475	80209
2338	24485	80196
2339	24496	80189
2340	24506	80178
2341	24516	80165
2342	24528	80159
2343	24538	80147
2344	24548	80137
2345	24560	80130
2346	24571	80121
2347	24581	80108
2348	24590	80092
2349	24600	80081
2350	24609	80067
2351	24618	80053
2352	24629	80042
2353	24641	80038
2354	24652	80028
2355	24663	80021
2356	24673	80009
2357	24686	80006
2358	24698	79999
2359	24707	79985
2360	24716	79969
2361	24727	79960
2362	24738	79952
2363	24750	79946
2364	24759	79932
2365	24768	79915
2366	24776	79898
2367	24784	79880
2368	24792	79861
2369	24802	79848
2370	24813	79840
2371	24822	79826
2372	24831	79811
2373	24842	79800
2374	24854	79796
2375	24863	79782
2376	24876	79777
2377	24886	79765
2378	24895	79750
2379	24905	79740
2380	24916	79731
2381	24927	79721
2382	24936	79707
2383	24946	79695
2384	24956	79682
2385	24966	79671
2386	24975	79654
2387	24983	79638
2388	24992	79622
2389	25002	79610
2390	25010	79593
2391	25020	79580
2392	25028	79562
2393	25038	79550
2394	25047	79534
2395	25056	79518
2396	25064	79501
2397	25073	79486
2398	25082	79472
2399	25091	79456
2400	25101	79443
2401	25110	79428
2402	25120	79418
2403	25136	79425
2404	25148	79420
2405	25175	79460
2406	25189	79462
2407	25203	79462
2408	25219	79469
2409	25237	79481
2410	25254	79492
2411	25272	79505
2412	25290	79520
2413	25308	79533
2414	25326	79544
2415	25345	79561
2416	25363	79575
2417	25377	79573
2418	25391	79576
2419	25402	79565
2420	25414	79559
2421	25425	79551
2422	25436	79541
2423	25448	79536
2424	25459	79527
2425	25471	79522
2426	25487	79529
2427	25502	79532
2428	25514	79526
2429	25527	79524
2430	25538	79516
2431	25551	79512
2432	25562	79502
2433	25571	79486
2434	25579	79471
2435	25589	79457
2436	25599	79445
2437	25608	79429
2438	25618	79418
2439	25627	79404
2440	25639	79396
2441	25648	79382
2442	25658	79369
2443	25666	79352
2444	25678	79347
2445	25692	79345
2446	25701	79332
2447	25712	79322
2448	25722	79310
2449	25732	79296
2450	25742	79287
2451	25752	79275
2452	25764	79267
2453	25775	79260
2454	25788	79255
2455	25797	79241
2456	25807	79229
2457	25816	79212
2458	25827	79205
2459	25837	79193
2460	25848	79185
2461	25861	79181
2462	25873	79174
2463	25884	79166
2464	25894	79153
2465	25903	79137
2466	25912	79122
2467	25921	79109
2468	25931	79095
2469	25939	79079
2470	25949	79066
2471	25958	79050
2472	25967	79036
2473	25976	79020
2474	25985	79005
2475	25994	78992
2476	26004	78980
2477	26013	78963
2478	26023	78952
2479	26032	78937
2480	26041	78922
2481	26050	78908
2482	26059	78890
2483	26066	78872
2484	26075	78855
2485	26085	78845
2486	26096	78833
2487	26105	78821
2488	26114	78806
2489	26124	78791
2490	26133	78779
2491	26142	78764
2492	26152	78752
2493	26161	78737
2494	26171	78723
2495	26180	78710
2496	26192	78703
2497	26207	78705
2498	26216	78690
2499	26225	78676
2500	26234	78661
2501	26243	78645
2502	26252	78631
2503	26261	78616
2504	26269	78600
2505	26278	78585
2506	26294	78589
2507	26308	78588
2508	26325	78599
2509	26345	78617
2510	26359	78616
2511	26370	78606
2512	26380	78595
2513	26390	78584
2514	26402	78578
2515	26414	78571
2516	26425	78561
2517	26437	78555
2518	26453	78562
2519	26464	78554
2520	26476	78548
2521	26487	78538
2522	26498	78530
2523	26510	78522
2524	26521	78514
2525	26534	78510
2526	26544	78499
2527	26555	78491
2528	26565	78477
2529	26575	78465
2530	26586	78458
2531	26597	78447
2532	26610	78445
2533	26620	78433
2534	26633	78429
2535	26645	78424
2536	26656	78414
2537	26666	78401
2538	26676	78391
2539	26687	78380
2540	26698	78372
2541	26709	78362
2542	26721	78356
2543	26732	78347
2544	26743	78339
2545	26753	78327
2546	26763	78315
2547	26772	78301
2548	26782	78287
2549	26791	78272
2550	26799	78256
2551	26808	78240
2552	26818	78228
2553	26833	78229
2554	26843	78219
2555	26856	78215
2556	26866	78202
2557	26878	78197
2558	26888	78186
2559	26899	78175
2560	26907	78159
2561	26915	78142
2562	26924	78126
2563	26932	78109
2564	26942	78095
2565	26952	78083
2566	26960	78065
2567	26968	78049
2568	26977	78034
2569	26987	78022
2570	26996	78008
2571	27006	77996
2572	27016	77982
2573	27026	77971
2574	27036	77958
2575	27044	77941
2576	27052	77925
2577	27061	77908
2578	27068	77890
2579	27078	77878
2580	27087	77862
2581	27097	77850
2582	27106	77833
2583	27115	77819
2584	27123	77803
2585	27132	77789
2586	27142	77776
2587	27151	77761
2588	27159	77744
2589	27172	77739
2590	27183	77730
2591	27195	77725
2592	27206	77716
2593	27217	77706
2594	27228	77698
2595	27239	77689
2596	27249	77677
2597	27261	77669
2598	27272	77663
2599	27284	77656
2600	27294	77644
2601	27306	77636
2602	27316	77626
2603	27329	77622
2604	27340	77614
2605	27352	77606
2606	27363	77597
2607	27374	77590
2608	27384	77577
2609	27395	77568
2610	27406	77560
2611	27418	77552
2612	27427	77537
2613	27436	77522
2614	27447	77513
2615	27457	77502
2616	27469	77496
2617	27481	77489
2618	27491	77479
2619	27501	77467
2620	27515	77464
2621	27531	77469
2622	27548	77477
2623	27560	77473
2624	27572	77465
2625	27584	77460
2626	27593	77444
2627	27602	77428
2628	27612	77417
2629	27622	77405
2630	27631	77392
2631	27641	77379
2632	27653	77372
2633	27664	77362
2634	27672	77346
2635	27682	77335
2636	27695	77330
2637	27705	77318
2638	27716	77309
2639	27726	77299
2640	27743	77306
2641	27753	77294
2642	27762	77279
2643	27771	77265
2644	27783	77256
2645	27792	77244
2646	27801	77228
2647	27810	77214
2648	27820	77202
2649	27836	77207
2650	27847	77196
2651	27859	77191
2652	27869	77179
2653	27880	77170
2654	27890	77158
2655	27899	77142
2656	27907	77126
2657	27915	77110
2658	27925	77096
2659	27935	77085
2660	27945	77072
2661	27954	77057
2662	27963	77043
2663	27971	77027
2664	27982	77016
2665	27992	77004
2666	28003	76997
2667	28015	76988
2668	28026	76980
2669	28038	76973
2670	28049	76966
2671	28061	76958
2672	28071	76947
2673	28083	76940
2674	28094	76931
2675	28105	76921
2676	28117	76915
2677	28128	76905
2678	28139	76897
2679	28149	76885
2680	28161	76879
2681	28172	76870
2682	28185	76867
2683	28197	76860
2684	28209	76854
2685	28222	76849
2686	28237	76851
2687	28249	76845
2688	28263	76843
2689	28273	76831
2690	28282	76818
2691	28292	76806
2692	28303	76796
2693	28314	76788
2694	28327	76783
2695	28338	76774
2696	28349	76765
2697	28360	76757
2698	28372	76749
2699	28384	76742
2700	28394	76731
2701	28407	76727
2702	28419	76721
2703	28430	76711
2704	28443	76707
2705	28454	76698
2706	28466	76692
2707	28477	76683
2708	28489	76676
2709	28501	76669
2710	28512	76660
2711	28524	76654
2712	28537	76649
2713	28547	76639
2714	28561	76637
2715	28572	76628
2716	28584	76621
2717	28599	76622
2718	28617	76631
2719	28631	76631
2720	28642	76621
2721	28651	76607
2722	28663	76600
2723	28674	76592
2724	28685	76582
2725	28697	76575
2726	28706	76561
2727	28716	76548
2728	28725	76535
2729	28736	76525
2730	28749	76522
2731	28762	76517
2732	28775	76512
2733	28787	76505
2734	28797	76494
2735	28813	76498
2736	28826	76494
2737	28838	76488
2738	28861	76510
2739	28875	76508
2740	28886	76499
2741	28895	76485
2742	28906	76476
2743	28917	76465
2744	28928	76458
2745	28941	76453
2746	28952	76444
2747	28963	76433
2748	28974	76425
2749	28984	76414
2750	28996	76405
2751	29014	76415
2752	29025	76407
2753	29035	76395
2754	29045	76381
2755	29056	76373
2756	29065	76358
2757	29075	76347
2758	29085	76336
2759	29097	76328
2760	29109	76322
2761	29123	76319
2762	29133	76307
2763	29145	76302
2764	29159	76298
2765	29169	76287
2766	29180	76278
2767	29190	76265
2768	29201	76256
2769	29212	76246
2770	29221	76233
2771	29231	76221
2772	29242	76210
2773	29252	76200
2774	29263	76191
2775	29275	76184
2776	29286	76173
2777	29296	76162
2778	29307	76152
2779	29318	76144
2780	29331	76140
2781	29342	76129
2782	29352	76118
2783	29364	76111
2784	29374	76098
2785	29384	76087
2786	29394	76075
2787	29403	76061
2788	29414	76051
2789	29424	76039
2790	29435	76031
2791	29445	76018
2792	29455	76005
2793	29464	75992
2794	29473	75978
2795	29482	75962
2796	29491	75947
2797	29500	75933
2798	29510	75920
2799	29519	75908
2800	29530	75897
2801	29542	75889
2802	29551	75877
2803	29564	75871
2804	29574	75859
2805	29582	75844
2806	29594	75837
2807	29605	75826
2808	29617	75819
2809	29629	75812
2810	29642	75810
2811	29652	75797
2812	29662	75784
2813	29672	75772
2814	29682	75762
2815	29692	75748
2816	29702	75736
2817	29712	75726
2818	29722	75713
2819	29732	75702
2820	29744	75694
2821	29753	75681
2822	29764	75671
2823	29775	75660
2824	29784	75648
2825	29794	75635
2826	29804	75624
2827	29815	75614
2828	29824	75598
2829	29832	75583
2830	29841	75567
2831	29851	75556
2832	29859	75540
2833	29869	75528
2834	29878	75513
2835	29887	75499
2836	29895	75482
2837	29905	75469
2838	29914	75454
2839	29922	75439
2840	29931	75423
2841	29940	75409
2842	29950	75396
2843	29960	75384
2844	29969	75371
2845	29979	75360
2846	29990	75349
2847	29998	75334
2848	30009	75323
2849	30019	75312
2850	30031	75306
2851	30041	75293
2852	30051	75281
2853	30062	75271
2854	30072	75260
2855	30083	75250
2856	30093	75239
2857	30104	75229
2858	30115	75220
2859	30125	75207
2860	30135	75196
2861	30144	75182
2862	30154	75171
2863	30168	75167
2864	30176	75152
2865	30187	75142
2866	30196	75128
2867	30205	75113
2868	30215	75100
2869	30224	75086
2870	30234	75074
2871	30243	75060
2872	30252	75046
2873	30260	75030
2874	30270	75017
2875	30281	75009
2876	30291	74996
2877	30300	74982
2878	30311	74972
2879	30321	74961
2880	30331	74948
2881	30340	74934
2882	30348	74919
2883	30359	74908
2884	30368	74894
2885	30377	74879
2886	30386	74867
2887	30395	74852
2888	30404	74838
2889	30415	74827
2890	30425	74817
2891	30435	74803
2892	30445	74793
2893	30455	74782
2894	30465	74770
2895	30475	74758
2896	30486	74747
2897	30496	74736
2898	30508	74728
2899	30520	74721
2900	30531	74714
2901	30541	74700
2902	30549	74685
2903	30561	74678
2904	30571	74665
2905	30581	74654
2906	30592	74645
2907	30601	74630
2908	30613	74623
2909	30624	74613
2910	30633	74600
2911	30643	74589
2912	30652	74574
2913	30663	74564
2914	30674	74554
2915	30683	74540
2916	30695	74533
2917	30705	74521
2918	30715	74511
2919	30726	74500
2920	30736	74489
2921	30757	74503
2922	30772	74503
2923	30781	74490
2924	30791	74477
2925	30802	74468
2926	30815	74464
2927	30827	74458
2928	30838	74447
2929	30849	74438
2930	30862	74434
2931	30873	74425
2932	30886	74420
2933	30898	74413
2934	30910	74407
2935	30924	74404
2936	30937	74399
2937	30949	74393
2938	30962	74387
2939	30975	74382
2940	30986	74375
2941	30998	74365
2942	31014	74368
2943	31024	74357
2944	31034	74344
2945	31042	74330
2946	31052	74316
2947	31061	74302
2948	31070	74288
2949	31079	74275
2950	31088	74260
2951	31098	74248
2952	31108	74237
2953	31118	74226
2954	31128	74212
2955	31136	74197
2956	31146	74184
2957	31155	74171
2958	31165	74158
2959	31174	74144
2960	31183	74130
2961	31193	74117
2962	31202	74105
2963	31211	74091
2964	31221	74078
2965	31239	74087
2966	31250	74076
2967	31259	74063
2968	31268	74048
2969	31277	74034
2970	31286	74019
2971	31296	74007
2972	31305	73994
2973	31314	73979
2974	31323	73966
2975	31334	73955
2976	31345	73946
2977	31357	73938
2978	31367	73927
2979	31376	73913
2980	31385	73899
2981	31395	73887
2982	31405	73875
2983	31417	73868
2984	31431	73866
2985	31443	73859
2986	31455	73851
2987	31467	73845
2988	31478	73835
2989	31487	73822
2990	31495	73806
2991	31508	73800
2992	31519	73791
2993	31529	73779
2994	31538	73765
2995	31548	73752
2996	31557	73738
2997	31567	73728
2998	31580	73722
2999	31590	73712
3000	31602	73703
3001	31612	73693
3002	31624	73684
3003	31636	73678
3004	31645	73663
3005	31656	73653
3006	31665	73640
3007	31677	73633
3008	31687	73621
3009	31696	73607
3010	31706	73595
3011	31714	73580
3012	31724	73567
3013	31734	73555
3014	31747	73549
3015	31756	73537
3016	31769	73531
3017	31778	73517
3018	31787	73503
3019	31798	73493
3020	31808	73482
3021	31821	73478
3022	31830	73464
3023	31840	73451
3024	31849	73437
3025	31857	73421
3026	31866	73407
3027	31875	73394
3028	31885	73381
3029	31894	73368
3030	31902	73352
3031	31910	73335
3032	31921	73325
3033	31931	73313
3034	31940	73299
3035	31949	73285
3036	31957	73269
3037	31966	73256
3038	31977	73245
3039	31985	73230
3040	31994	73215
3041	32003	73202
3042	32012	73187
3043	32022	73177
3044	32034	73169
3045	32046	73160
3046	32057	73153
3047	32068	73144
3048	32078	73131
3049	32088	73119
3050	32099	73109
3051	32108	73095
3052	32116	73079
3053	32125	73066
3054	32134	73051
3055	32143	73038
3056	32152	73023
3057	32161	73010
3058	32170	72996
3059	32179	72982
3060	32189	72971
3061	32199	72958
3062	32208	72944
3063	32216	72929
3064	32227	72919
3065	32237	72906
3066	32248	72898
3067	32259	72889
3068	32270	72878
3069	32281	72869
3070	32292	72860
3071	32304	72852
3072	32316	72845
3073	32327	72836
3074	32339	72829
3075	32349	72817
3076	32361	72809
3077	32372	72801
3078	32382	72789
3079	32392	72778
3080	32403	72767
3081	32413	72756
3082	32423	72744
3083	32433	72734
3084	32444	72723
3085	32454	72712
3086	32468	72709
3087	32479	72700
3088	32488	72686
3089	32499	72676
3090	32514	72677
3091	32527	72670
3092	32538	72660
3093	32550	72655
3094	32565	72655
3095	32584	72662
3096	32599	72662
3097	32614	72662
3098	32626	72655
3099	32639	72648
3100	32650	72639
3101	32660	72627
3102	32670	72615
3103	32679	72602
3104	32688	72588
3105	32699	72578
3106	32708	72564
3107	32717	72551
3108	32726	72537
3109	32735	72524
3110	32746	72513
3111	32757	72503
3112	32764	72487
3113	32774	72475
3114	32784	72462
3115	32794	72450
3116	32804	72439
3117	32814	72427
3118	32824	72415
3119	32832	72400
3120	32842	72388
3121	32850	72372
3122	32862	72365
3123	32873	72354
3124	32882	72341
3125	32892	72329
3126	32902	72317
3127	32910	72301
3128	32919	72287
3129	32927	72272
3130	32937	72260
3131	32945	72245
3132	32953	72228
3133	32963	72216
3134	32979	72218
3135	32994	72216
3136	33009	72216
3137	33021	72209
3138	33034	72204
3139	33044	72192
3140	33054	72181
3141	33065	72171
3142	33073	72155
3143	33084	72147
3144	33096	72139
3145	33108	72130
3146	33119	72121
3147	33129	72110
3148	33141	72103
3149	33153	72095
3150	33163	72084
3151	33175	72076
3152	33188	72072
3153	33198	72060
3154	33210	72051
3155	33220	72041
3156	33232	72033
3157	33242	72021
3158	33253	72011
3159	33265	72004
3160	33276	71995
3161	33287	71986
3162	33298	71976
3163	33309	71966
3164	33320	71957
3165	33331	71947
3166	33343	71939
3167	33354	71931
3168	33364	71920
3169	33376	71912
3170	33386	71899
3171	33399	71894
3172	33411	71887
3173	33420	71875
3174	33432	71867
3175	33442	71855
3176	33456	71851
3177	33492	71895
3178	33513	71908
3179	33533	71918
3180	33549	71919
3181	33567	71924
3182	33578	71914
3183	33588	71903
3184	33600	71895
3185	33612	71887
3186	33623	71879
3187	33634	71869
3188	33645	71859
3189	33657	71852
3190	33667	71840
3191	33677	71828
3192	33688	71818
3193	33698	71806
3194	33708	71794
3195	33718	71783
3196	33741	71799
3197	33751	71787
3198	33761	71776
3199	33773	71768
3200	33784	71759
3201	33794	71748
3202	33806	71739
3203	33816	71727
3204	33826	71716
3205	33835	71703
3206	33849	71699
3207	33860	71690
3208	33871	71680
3209	33882	71670
3210	33891	71657
3211	33902	71646
3212	33913	71638
3213	33925	71629
3214	33934	71616
3215	33945	71607
3216	33955	71594
3217	33965	71583
3218	33979	71579
3219	33993	71575
3220	34007	71573
3221	34019	71565
3222	34031	71557
3223	34041	71546
3224	34051	71535
3225	34060	71521
3226	34072	71512
3227	34081	71499
3228	34092	71490
