iter	Logloss
175	0.6328249049
176	0.6325573767
177	0.6322705776
178	0.631983042
179	0.6317120557
180	0.6314563903
181	0.6311560478
182	0.6308604912
183	0.6305536693
184	0.630262064
185	0.629967503
186	0.6296592677
187	0.6293718993
188	0.6290932682
189	0.6288364292
190	0.6285362197
191	0.6282625823
192	0.6280114433
193	0.6277295181
194	0.6274736072
195	0.6272352617
196	0.6269503046
197	0.6266727021
198	0.6264015802
199	0.62614136
200	0.6258738832
201	0.625605279
202	0.6253221229
203	0.6250515053
204	0.6247888036
205	0.6245067833
206	0.6242314412
207	0.6239824772
208	0.6237320778
209	0.6234526166
210	0.6231850196
211	0.6229351847
212	0.622651964
213	0.6223993804
214	0.6221200093
215	0.6218668708
216	0.6215819698
217	0.6213321371
218	0.6210782919
219	0.6208136194
220	0.6205562466
221	0.6203041312
222	0.6200201457
223	0.6197601084
224	0.6195024204
225	0.6192303162
226	0.6189613882
227	0.6187089741
228	0.6184635583
229	0.6182168479
230	0.6179647537
231	0.6176812912
232	0.6174223684
233	0.6171516425
234	0.6168746357
235	0.616637881
236	0.6164124087
237	0.616158062
238	0.6158978874
239	0.6156912926
240	0.6154214573
241	0.6151840417
242	0.61492458
243	0.6147065887
244	0.6144579009
245	0.614204748
246	0.6139716766
247	0.6137360601
248	0.6134960114
249	0.6132499061
250	0.6129935717
251	0.6127479924
252	0.612526537
253	0.6122846701
254	0.6120101798
255	0.6117764956
256	0.611548082
257	0.6113097614
258	0.6110805544
259	0.6108401975
260	0.6106087005
261	0.610344161
262	0.6101074583
263	0.6098849626
264	0.6096466511
265	0.6094092882
266	0.6091980539
267	0.6089789195
268	0.6087331141
269	0.6084948146
270	0.6082558611
271	0.6080281123
272	0.6078256579
273	0.6075921923
274	0.6073533624
275	0.6071340224
276	0.6069051113
277	0.6066828189
278	0.6064331195
279	0.6061941336
280	0.6059944574
281	0.6057736218
282	0.6055536259
283	0.6053221694
284	0.6050871597
285	0.6048739208
286	0.6046488683
287	0.6044371237
288	0.6042192304
289	0.6039763853
290	0.6037566663
291	0.6035216623
292	0.6032780829
293	0.6030676578
294	0.6028279124
295	0.6026139676
296	0.6023879797
297	0.6021678368
298	0.6019333831
299	0.6017045807
300	0.6014961597
301	0.6012527895
302	0.6010212943
303	0.6007844738
304	0.6005668861
305	0.6003282436
306	0.6001230023
307	0.5999227141
308	0.5997067606
309	0.5994832456
310	0.5992511097
311	0.5990423654
312	0.5988280943
313	0.598605564
314	0.5983784707
315	0.59816478
316	0.5979307224
317	0.5977213116
318	0.5974963062
319	0.5973143851
320	0.5971022103
321	0.5968969621
322	0.5966793949
323	0.5964812337
324	0.5962934188
325	0.5961118582
326	0.5959128237
327	0.5957048803
328	0.5954817947
329	0.5952938503
330	0.5950926306
331	0.5948999999
332	0.594707835
333	0.5944968982
334	0.5942785355
335	0.5940788858
336	0.5938920267
337	0.5936782174
338	0.593472166
339	0.5932766803
340	0.5930660863
341	0.5928756384
342	0.5926746863
343	0.5924792195
344	0.5923131003
345	0.5921236922
346	0.5919157519
347	0.5917458172
348	0.5915702062
349	0.5913642729
350	0.5911529834
351	0.5909634181
352	0.5907492703
353	0.5905515781
354	0.5903446689
355	0.5901188204
356	0.5899311849
357	0.5897344495
358	0.5895403969
359	0.5893337095
360	0.5891297759
361	0.5889299394
362	0.5887332986
363	0.5885456014
364	0.5883348067
365	0.5881294244
366	0.5879198186
367	0.5877212438
368	0.587540125
369	0.5873448309
370	0.5871620169
371	0.5869634127
372	0.5867914395
373	0.586588107
374	0.5864097586
375	0.5862268218
376	0.5860367675
377	0.5858388673
378	0.5856419676
379	0.5854421292
380	0.5852587023
381	0.5850616513
382	0.5848843411
383	0.5847062998
384	0.5845242868
385	0.5843198024
386	0.5841312593
387	0.5839603985
388	0.5838111127
389	0.5836231406
390	0.5834222848
391	0.5832474325
392	0.5830684091
393	0.5828819312
394	0.5826999439
395	0.5825307915
396	0.5823329528
397	0.582150095
398	0.5819790687
399	0.5817992494
400	0.5816325729
401	0.5814330801
402	0.5812571477
403	0.5810830485
404	0.5809040163
405	0.5807214106
406	0.580528478
407	0.5803333086
408	0.5801421176
409	0.5799774269
410	0.5797877083
411	0.5796136971
412	0.5794411756
413	0.5792563242
414	0.5790586955
415	0.5788776132
416	0.5786942265
417	0.5785138705
418	0.5783412443
419	0.5781641167
420	0.5779876345
421	0.5778282136
422	0.5776402628
423	0.5774572693
424	0.5772763893
425	0.5771238525
426	0.5769471426
427	0.5767653839
428	0.576614087
429	0.5764331764
430	0.5762521533
431	0.5760720736
432	0.5758928903
433	0.5757519698
434	0.5755581089
435	0.5753726458
436	0.5752105333
437	0.5750626713
438	0.5748791523
439	0.5747075428
440	0.5745343742
441	0.5743639858
442	0.5741943407
443	0.5740227533
444	0.5738630058
445	0.5736860736
446	0.5735317171
447	0.5733573623
448	0.5731873177
449	0.5730127936
450	0.5728326561
451	0.5726558655
452	0.5724992841
453	0.5723297265
454	0.5721701674
455	0.5720145358
456	0.5718546782
457	0.571704582
458	0.5715698272
459	0.571415718
460	0.5712613272
461	0.5711029613
462	0.5709429364
463	0.5707735544
464	0.570603079
465	0.570446123
466	0.5702776308
467	0.570134031
468	0.5699824461
469	0.5698103242
470	0.5696479088
471	0.5694878684
472	0.5693287227
473	0.5691672522
474	0.569015476
475	0.5688635914
476	0.5687249993
477	0.5685718228
478	0.5684122041
479	0.5682452346
480	0.5680737825
481	0.5679178329
482	0.5677604393
483	0.5676107441
484	0.5674682708
485	0.5673304058
486	0.5671733329
487	0.5670303395
488	0.5668716243
489	0.5667226687
490	0.5665648368
491	0.566413016
492	0.5662608762
493	0.5661095166
494	0.5659532974
495	0.5658034442
496	0.5656474074
497	0.5654892037
498	0.5653353995
499	0.5651793461
500	0.5650319673
501	0.5648947122
502	0.5647557978
503	0.5646100769
504	0.5644595201
505	0.5643289215
506	0.5641607039
507	0.5640198494
508	0.5638757393
509	0.563742658
510	0.5636033021
511	0.5634578624
512	0.5633238937
513	0.5631800357
514	0.5630409937
515	0.562891968
516	0.5627385683
517	0.5625817882
518	0.5624404029
519	0.5623013879
520	0.5621408504
521	0.5620099269
522	0.5618685924
523	0.561748183
524	0.5616033295
525	0.5614554479
526	0.5613138173
527	0.5611857551
528	0.5610341927
529	0.5608816066
530	0.5607659722
531	0.5606348224
532	0.5604975065
533	0.560357383
534	0.5602209101
535	0.5600825185
536	0.559933437
537	0.5597936038
538	0.5596698658
539	0.5595201767
540	0.5593699718
541	0.5592330907
542	0.5590738903
543	0.5589241616
544	0.558810455
545	0.5586671278
546	0.558536976
547	0.5584029317
548	0.5582619257
549	0.5581229058
550	0.5579898529
551	0.5578645585
552	0.5577402112
553	0.5576075558
554	0.5574688108
555	0.5573370415
556	0.5572029421
557	0.5570748461
558	0.5569516504
559	0.5568299651
560	0.5566853034
561	0.5565540908
562	0.5564338339
563	0.5562920608
564	0.5561605349
565	0.5560159047
566	0.5558855899
567	0.5557577547
568	0.5556135161
569	0.5554709294
570	0.5553498716
571	0.5552111486
572	0.555077008
573	0.554958273
574	0.5548234368
575	0.5546956967
576	0.5545714411
577	0.5544353183
578	0.5543159609
579	0.5541946386
580	0.5540553947
581	0.5539228277
582	0.5537983265
583	0.5536661977
584	0.5535544753
585	0.5534373527
586	0.5533176272
587	0.5531851059
588	0.5530490148
589	0.5529190451
590	0.5528064421
591	0.5526792473
592	0.5525662571
593	0.55242654
594	0.5523034598
595	0.5521810553
596	0.5520556765
597	0.5519293275
598	0.5518010479
599	0.5516745877
600	0.5515445984
601	0.5514007612
602	0.5512788942
603	0.5511629786
604	0.5510642292
605	0.5509351285
606	0.5508115055
607	0.5506771604
608	0.5505515567
609	0.5504404363
610	0.5503202202
611	0.5501927991
612	0.5500664452
613	0.5499578686
614	0.5498317484
615	0.5497010234
616	0.5495851391
617	0.5494492736
618	0.5493425879
619	0.5492144908
620	0.5490851927
621	0.5489893735
622	0.5488697773
623	0.5487578204
624	0.5486289676
625	0.5485100405
626	0.5483903367
627	0.5482698658
628	0.5481399516
629	0.5480131294
630	0.5478922988
631	0.5477864741
632	0.5476581876
633	0.5475365412
634	0.5474190128
635	0.5472991792
636	0.5472036558
637	0.5470945087
638	0.5469779775
639	0.5468637083
640	0.5467532548
641	0.5466313345
642	0.5465125371
643	0.546386753
644	0.5462673265
645	0.5461588477
646	0.5460465164
647	0.5459304725
648	0.5458256645
649	0.5456983541
650	0.5455778455
651	0.5454609959
652	0.545353066
653	0.5452466502
654	0.5451371119
655	0.545028004
656	0.5449161964
657	0.5448032582
658	0.5446966655
659	0.5445885125
660	0.5444923912
661	0.544390616
662	0.5442796419
663	0.5441777542
664	0.5440783035
665	0.5439745827
666	0.5438549284
667	0.543754449
668	0.543641808
669	0.5435385478
670	0.5434446118
671	0.5433391068
672	0.5432243779
673	0.5431208442
674	0.5429978296
675	0.5428752747
676	0.5427722683
677	0.5426753121
678	0.5425595301
679	0.5424422214
680	0.5423297093
681	0.542221361
682	0.542112827
683	0.5419967839
684	0.5418826824
685	0.5417839702
686	0.5416692986
687	0.541563624
688	0.541454327
689	0.5413283949
690	0.5412327139
691	0.5411336557
692	0.5410178158
693	0.5409164743
694	0.5407903835
695	0.54068788
696	0.5405860892
697	0.5404732917
698	0.5403609481
699	0.5402572754
700	0.540143885
701	0.5400396586
702	0.5399352041
703	0.5398340068
704	0.5397386845
705	0.5396326968
706	0.5395319622
707	0.5394316621
708	0.5393150974
709	0.5392077445
710	0.5390873994
711	0.5389845183
712	0.5388902486
713	0.5387887632
714	0.5386741166
715	0.5385754741
716	0.5384758971
717	0.5383734641
718	0.5382662669
719	0.5381612129
720	0.5380508204
721	0.5379478784
722	0.5378462607
723	0.5377663199
724	0.5376718535
725	0.5375744781
726	0.5374780863
727	0.5373707178
728	0.5372750824
729	0.5371670573
730	0.5370711395
731	0.5369786785
732	0.5368698513
733	0.5367754978
734	0.5366788932
735	0.5365922493
736	0.5364945978
737	0.5364026895
738	0.5362986258
739	0.5361991981
740	0.5360943787
741	0.5360085068
742	0.5359201575
743	0.5358195338
744	0.5357313295
745	0.5356283482
746	0.5355326999
747	0.5354267759
748	0.5353327082
749	0.5352489934
750	0.5351454365
751	0.5350528865
752	0.5349512239
753	0.5348436757
754	0.5347455409
755	0.5346582587
756	0.5345649377
757	0.5344720282
758	0.5343789922
759	0.534283111
760	0.5341935901
761	0.5341059824
762	0.5340261835
763	0.5339429026
764	0.5338475677
765	0.5337586028
766	0.5336585813
767	0.5335762044
768	0.5334867617
769	0.5334011068
770	0.5333059158
771	0.5332030159
772	0.5330982803
773	0.5330056951
774	0.5329144295
775	0.5328333202
776	0.5327368148
777	0.5326461635
778	0.5325507961
779	0.5324511247
780	0.5323578791
781	0.5322721032
782	0.5321918238
783	0.5321043583
784	0.5320193747
785	0.5319344055
786	0.5318404914
787	0.531751929
788	0.5316620353
789	0.5315712578
790	0.5314722929
791	0.5313918617
792	0.5312953851
793	0.5312026534
794	0.5311102202
795	0.5310207975
796	0.5309409628
797	0.5308546488
798	0.5307539783
799	0.5306595953
800	0.5305509228
801	0.5304556539
802	0.5303739561
803	0.5302876829
804	0.5302079607
805	0.5301113495
806	0.5300143116
807	0.5299250401
808	0.5298478229
809	0.5297624331
810	0.5296735608
811	0.5295807574
812	0.5295005455
813	0.5294047619
814	0.5293228947
815	0.5292392905
816	0.5291517792
817	0.5290709949
818	0.5289848097
819	0.5289021452
820	0.5288059653
821	0.5287095042
822	0.5286280231
823	0.5285574372
824	0.5284701229
825	0.5283852177
826	0.5283102794
827	0.5282314262
828	0.5281463363
829	0.5280562606
830	0.5279783251
831	0.5278959593
832	0.5278019084
833	0.5277149168
834	0.5276154645
835	0.527532454
836	0.5274437457
837	0.5273545989
838	0.5272793894
839	0.5271999593
840	0.5271255487
841	0.527049683
842	0.5269601617
843	0.5268920559
844	0.5268209519
845	0.5267485395
846	0.5266649922
847	0.526575702
848	0.5264994215
849	0.5264260283
850	0.5263454355
851	0.52626926
852	0.526177241
853	0.5260905392
854	0.5260094381
855	0.5259385305
856	0.5258584488
857	0.5257868473
858	0.5257043409
859	0.5256277977
860	0.5255544808
861	0.5254774583
862	0.5254003311
863	0.5253236473
864	0.5252531558
865	0.5251851696
866	0.5251106897
867	0.5250218016
868	0.5249407047
869	0.5248606261
870	0.5247775223
871	0.524695077
872	0.5246242952
873	0.5245525236
874	0.5244716506
875	0.5243976632
876	0.5243162578
877	0.5242348982
878	0.5241728312
879	0.5240887681
880	0.5240083718
881	0.5239289536
882	0.5238556317
883	0.5237814728
884	0.5237166897
885	0.5236424461
886	0.5235610192
887	0.5234871879
888	0.5234137868
889	0.5233273194
890	0.5232557146
891	0.5231693835
892	0.5230946249
893	0.5230261773
894	0.5229626737
895	0.5228833711
896	0.5228103489
897	0.5227345205
898	0.5226506255
899	0.5225702339
900	0.5225000855
901	0.5224324213
902	0.5223656394
903	0.5222949408
904	0.522221561
905	0.5221384848
906	0.5220602167
907	0.5219818127
908	0.5219074118
909	0.521834084
910	0.5217532908
911	0.5216734942
912	0.5215954205
913	0.5215174325
914	0.5214450551
915	0.5213709668
916	0.5212940111
917	0.521214254
918	0.5211475478
919	0.5210714518
920	0.5210032028
921	0.5209332713
922	0.5208682441
923	0.5208006694
924	0.520726368
925	0.5206500175
926	0.5205677964
927	0.5204893781
928	0.5204283565
929	0.5203580796
930	0.5202873416
931	0.5202192394
932	0.5201381751
933	0.5200686942
934	0.5200011752
935	0.5199214803
936	0.5198509181
937	0.519786833
938	0.5197158948
939	0.5196473266
940	0.51958113
941	0.5195076797
942	0.5194327434
943	0.5193635417
944	0.5192961776
945	0.5192260739
946	0.5191551643
947	0.5190957514
948	0.5190233956
949	0.5189623003
950	0.5188800813
951	0.5188096012
952	0.5187444698
953	0.5186667631
954	0.518597233
955	0.5185261443
956	0.5184485383
957	0.5183782705
958	0.518315128
959	0.518250588
960	0.5181843278
961	0.5181209139
962	0.5180441635
963	0.5179768783
964	0.5179190115
965	0.517852161
966	0.5177843061
967	0.5177186683
968	0.5176520843
969	0.5175942611
970	0.5175296795
971	0.517454122
972	0.5174048313
973	0.5173438096
974	0.5172865297
975	0.5172216135
976	0.5171554673
977	0.5170960541
978	0.5170275448
979	0.5169700152
980	0.5168893489
981	0.5168165482
982	0.5167475244
983	0.5166758533
984	0.5166125314
985	0.5165470662
986	0.5164810254
987	0.5164168031
988	0.5163564902
989	0.5162768139
990	0.5162168855
991	0.5161523129
992	0.5160759654
993	0.5160072036
994	0.5159365093
995	0.5158674186
996	0.5158003781
997	0.5157262731
998	0.5156600373
999	0.5155863216
1000	0.5155181603
1001	0.5154620066
1002	0.5154043185
1003	0.5153321167
1004	0.5152630932
1005	0.5151918303
1006	0.5151264896
1007	0.5150527304
1008	0.5149877258
1009	0.5149207784
1010	0.5148546195
1011	0.514792075
1012	0.5147229276
1013	0.514666675
1014	0.5146004543
1015	0.51453888
1016	0.5144722484
1017	0.5144080608
1018	0.5143434437
1019	0.5142712279
1020	0.514219883
1021	0.5141720967
1022	0.5141060459
1023	0.5140392046
1024	0.5139776222
1025	0.513921667
1026	0.5138741417
1027	0.5138099498
1028	0.5137551248
1029	0.5136939253
1030	0.5136242773
1031	0.5135591618
1032	0.5134931973
1033	0.5134257931
1034	0.5133645069
1035	0.5132986971
1036	0.513234525
1037	0.513168743
1038	0.5131096632
1039	0.5130591195
1040	0.5129980491
1041	0.5129285188
1042	0.5128687625
1043	0.5128173308
1044	0.5127535044
1045	0.5126879729
1046	0.5126196878
1047	0.5125500909
1048	0.5124886199
1049	0.5124298568
1050	0.5123652477
1051	0.5123089698
1052	0.5122478416
1053	0.5121928565
1054	0.512135958
1055	0.5120646477
1056	0.5120062533
1057	0.5119605045
1058	0.511897406
1059	0.5118418546
1060	0.5117807139
1061	0.5117126688
1062	0.5116544605
1063	0.5115964914
1064	0.5115415184
1065	0.5114791383
1066	0.5114176082
1067	0.5113669513
1068	0.5113100146
1069	0.5112481393
1070	0.5111856732
1071	0.5111313394
1072	0.511070716
1073	0.5110070903
1074	0.5109462057
1075	0.5108895139
1076	0.5108264467
1077	0.5107613616
1078	0.51071334
1079	0.5106574065
1080	0.5105964908
1081	0.5105392535
1082	0.5104847211
1083	0.5104224531
1084	0.5103646971
1085	0.5103108645
1086	0.5102511215
1087	0.5102012506
1088	0.5101519532
1089	0.5100949607
1090	0.5100381074
1091	0.5099841001
1092	0.5099369665
1093	0.5098775544
1094	0.5098222474
1095	0.5097627842
1096	0.5097155818
1097	0.5096639778
1098	0.5096182794
1099	0.5095570881
1100	0.5095003502
1101	0.5094523437
1102	0.5093993185
1103	0.5093403848
1104	0.5092872761
1105	0.5092397145
1106	0.5091899989
1107	0.5091323861
1108	0.5090807276
1109	0.5090267574
1110	0.5089883763
1111	0.5089344958
1112	0.5088794702
1113	0.5088279553
1114	0.5087770166
1115	0.5087168824
1116	0.5086592194
1117	0.5085980143
1118	0.5085442852
1119	0.5084965703
1120	0.508450165
1121	0.5083945224
1122	0.5083500364
1123	0.5083016836
1124	0.5082562861
1125	0.5082018063
1126	0.5081507025
1127	0.5080948175
1128	0.5080431389
1129	0.5079843862
1130	0.5079378
1131	0.507887869
1132	0.5078404708
1133	0.5077796596
1134	0.5077290896
1135	0.507685318
1136	0.5076310557
1137	0.5075766641
1138	0.5075235793
1139	0.507470145
1140	0.5074252119
1141	0.5073740206
1142	0.5073174877
1143	0.5072627421
1144	0.507207128
1145	0.5071708532
1146	0.5071226291
1147	0.5070751998
1148	0.5070253352
1149	0.5069747215
1150	0.5069173683
1151	0.5068717903
1152	0.506819497
1153	0.5067659924
1154	0.5067166457
1155	0.5066695071
1156	0.5066112222
1157	0.5065591903
1158	0.5065158131
1159	0.5064649701
1160	0.5064146967
1161	0.5063600159
1162	0.5063171211
1163	0.5062698112
1164	0.5062209819
1165	0.5061646946
1166	0.5061199712
1167	0.506067472
1168	0.5060124611
1169	0.5059675875
1170	0.505916002
1171	0.5058722477
1172	0.505820956
1173	0.5057721399
1174	0.5057173411
1175	0.5056677646
1176	0.5056095038
1177	0.5055648771
1178	0.5055188278
1179	0.5054724565
1180	0.5054139753
1181	0.505366101
1182	0.5053372392
1183	0.5052854973
1184	0.5052405121
1185	0.5051953871
1186	0.5051425965
1187	0.5050912572
1188	0.5050487781
1189	0.5049986637
1190	0.5049540875
1191	0.5048912263
1192	0.5048457383
1193	0.5047930938
1194	0.5047463666
1195	0.5046989374
1196	0.5046536769
1197	0.504611777
1198	0.504555594
1199	0.504511296
1200	0.5044701249
1201	0.5044151366
1202	0.5043673436
1203	0.5043217752
1204	0.5042757727
1205	0.504225261
1206	0.504177101
1207	0.504137787
1208	0.5040936949
1209	0.5040396941
1210	0.5039934372
1211	0.5039407451
1212	0.5039002768
1213	0.5038534004
1214	0.503812545
1215	0.5037628303
1216	0.503712138
1217	0.503672136
1218	0.503633864
1219	0.5035864516
1220	0.5035354307
1221	0.5034828204
1222	0.503428388
1223	0.503386571
1224	0.5033470809
1225	0.5032948572
1226	0.503247241
1227	0.5032115977
1228	0.5031575682
1229	0.5031087264
1230	0.5030644012
1231	0.5030096749
1232	0.5029605775
1233	0.502920515
1234	0.5028799406
1235	0.5028314467
1236	0.5027875731
1237	0.5027391549
1238	0.5026979715
1239	0.5026544721
1240	0.5026116123
1241	0.5025637351
1242	0.502517017
1243	0.5024720182
1244	0.502422257
1245	0.5023751697
1246	0.5023396462
1247	0.5023016407
1248	0.5022514953
1249	0.5022104456
1250	0.502168858
1251	0.5021310465
1252	0.5020849405
1253	0.502052763
1254	0.5019997974
1255	0.5019500589
1256	0.5019076231
1257	0.5018627597
1258	0.5018058951
1259	0.5017717063
1260	0.5017282801
1261	0.5016733417
1262	0.5016272272
1263	0.5015866351
1264	0.5015475042
1265	0.5015018919
1266	0.5014605018
1267	0.5014091602
1268	0.5013662348
1269	0.501322674
1270	0.5012802808
1271	0.5012332322
1272	0.5011858972
1273	0.5011507741
1274	0.5011136335
1275	0.5010707313
1276	0.5010275655
1277	0.5009861324
1278	0.5009399706
1279	0.5009056026
1280	0.5008753477
1281	0.5008236484
1282	0.5007737249
1283	0.5007380028
1284	0.5006962449
1285	0.500653381
1286	0.5006180757
1287	0.500575789
1288	0.5005421282
1289	0.5005057888
1290	0.5004578769
1291	0.500415145
1292	0.5003758453
1293	0.500334513
1294	0.5002909654
1295	0.5002479507
1296	0.5002075751
1297	0.5001682892
1298	0.5001252349
1299	0.5000893244
1300	0.5000527404
1301	0.5000092881
1302	0.4999743505
1303	0.4999396556
1304	0.4999042728
1305	0.4998663624
1306	0.4998259879
1307	0.4997827796
1308	0.4997417667
1309	0.4997008044
1310	0.4996703048
1311	0.4996257928
1312	0.4995786994
1313	0.4995355647
1314	0.4994984724
1315	0.499449892
1316	0.4994070062
1317	0.4993685259
1318	0.4993384089
1319	0.4992966334
1320	0.4992556557
1321	0.4992176467
1322	0.4991781334
1323	0.4991371082
1324	0.4990892927
1325	0.4990571932
1326	0.4990197226
1327	0.4989856726
1328	0.4989466443
1329	0.4989225943
1330	0.4988916828
1331	0.4988544856
1332	0.4988164844
1333	0.4987748412
1334	0.4987386839
1335	0.4986973929
1336	0.4986559855
1337	0.4986139618
1338	0.4985742211
1339	0.4985391135
1340	0.4985046595
1341	0.4984686596
1342	0.4984355292
1343	0.4983891612
1344	0.4983498716
1345	0.4983146388
1346	0.4982800576
1347	0.4982528322
1348	0.4982171719
1349	0.4981682787
1350	0.4981194738
1351	0.4980769329
1352	0.4980393936
1353	0.4980074439
1354	0.4979638587
1355	0.4979158374
1356	0.4978728579
1357	0.4978431876
1358	0.4978009228
1359	0.4977681035
1360	0.4977306915
1361	0.4976996051
1362	0.4976622101
1363	0.4976250436
1364	0.4975854054
1365	0.4975533544
1366	0.4975242657
1367	0.4974801755
1368	0.4974366622
1369	0.4974036847
1370	0.4973676447
1371	0.4973273242
1372	0.4972864242
1373	0.4972382157
1374	0.4972011518
1375	0.4971600446
1376	0.4971175984
1377	0.4970753966
1378	0.4970408231
1379	0.4970103812
1380	0.4969722187
1381	0.4969339406
1382	0.4969021678
1383	0.4968740756
1384	0.4968397281
1385	0.4968142082
1386	0.49677795
1387	0.496740404
1388	0.4967037283
1389	0.4966665785
1390	0.4966273639
1391	0.496588668
1392	0.4965549335
1393	0.4965225443
1394	0.4964744137
1395	0.4964384996
1396	0.4964097737
1397	0.4963766052
1398	0.4963376686
1399	0.4963060836
1400	0.4962642487
1401	0.4962214536
1402	0.4961856602
1403	0.4961521248
1404	0.4961082315
1405	0.4960681129
1406	0.4960358389
1407	0.4960033673
1408	0.4959730988
1409	0.4959460507
1410	0.4959080255
1411	0.4958659207
1412	0.4958306341
1413	0.4957994265
1414	0.4957568871
1415	0.495727736
1416	0.4956938833
1417	0.4956515027
1418	0.4956068013
1419	0.4955696428
1420	0.4955385399
1421	0.495499211
1422	0.4954637832
1423	0.4954323331
1424	0.4953947885
1425	0.4953594216
1426	0.4953265983
1427	0.4952929136
1428	0.4952524533
1429	0.4952127999
1430	0.4951712538
1431	0.4951301083
1432	0.4950963517
1433	0.4950610669
1434	0.4950208121
1435	0.4949816967
1436	0.4949472055
1437	0.4949123191
1438	0.4948847905
1439	0.4948416817
1440	0.4948060969
1441	0.494765613
1442	0.4947335239
1443	0.4947013765
1444	0.4946638109
1445	0.4946262754
1446	0.4945842908
1447	0.4945580612
1448	0.4945215923
1449	0.4944869046
1450	0.4944587659
1451	0.494421531
1452	0.4943863017
1453	0.4943470264
1454	0.4943125457
1455	0.4942760411
1456	0.4942394298
1457	0.4942072241
1458	0.4941724915
1459	0.4941314187
1460	0.4940984549
1461	0.4940655377
1462	0.4940333162
1463	0.4940028889
1464	0.4939662401
1465	0.493923041
1466	0.4938869406
1467	0.4938534166
1468	0.493817574
1469	0.4937848458
1470	0.493751634
1471	0.4937187173
1472	0.493683177
1473	0.4936479073
1474	0.4936121322
1475	0.4935800523
1476	0.4935484974
1477	0.4935106891
1478	0.4934783026
1479	0.4934453007
1480	0.4934147526
1481	0.4933776131
1482	0.4933415874
1483	0.4933078241
1484	0.4932800317
1485	0.4932444241
1486	0.4932066746
1487	0.4931796911
1488	0.4931555991
1489	0.4931206945
1490	0.4930794219
1491	0.4930420367
1492	0.4930076931
1493	0.4929664531
1494	0.4929281646
1495	0.4928985049
1496	0.4928661027
1497	0.4928325997
1498	0.4928045584
1499	0.4927749533
1500	0.4927416145
1501	0.4927046463
1502	0.4926746601
1503	0.492638545
1504	0.4926048618
1505	0.4925783026
1506	0.4925510387
1507	0.4925178817
1508	0.4924901683
1509	0.492461203
1510	0.4924400723
1511	0.4924037425
